EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,PrioridadTriage,CostoAtencionCLP,FechaDT,Mes,Temporada,SexoPaciente_femenino,SexoPaciente_masculino,PrioridadTriage_Encoded
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,33,3,Bronquitis/Bronquiolitis aguda,163,53,45,29,31,5,24-02-2025,c3,81718.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,33,4,Crisis asmática,94,3,9,26,45,11,14-08-2023,c4,52112.0,2023-08-14,8,Invierno,False,True,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,33,5,Insuficiencia respiratoria aguda,231,9,7,16,90,109,24-02-2025,c3,74795.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,33,6,COVID-19 sospecha/confirmada,100,4,10,25,47,14,24-02-2025,c3,154305.0,2025-02-24,2,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,34,1,Influenza y neumonia,93,12,12,8,36,25,21-08-2023,c2,108212.0,2023-08-21,8,Invierno,True,False,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,34,2,Infeccion respiratoria aguda alta,131,7,16,29,60,19,24-02-2025,c4,114339.0,2025-02-24,2,Verano,False,True,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,34,3,Bronquitis/Bronquiolitis aguda,245,79,59,40,58,9,24-02-2025,c3,78709.0,2025-02-24,2,Verano,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,34,4,Crisis asmática,240,5,26,79,110,20,24-02-2025,c4,78902.0,2025-02-24,2,Verano,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,34,5,Insuficiencia respiratoria aguda,197,7,10,11,74,95,21-08-2023,c4,104380.0,2023-08-21,8,Invierno,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,34,6,COVID-19 sospecha/confirmada,99,9,14,23,40,13,24-02-2025,c4,138227.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,34,1,Influenza y neumonia,171,14,25,23,69,40,24-02-2025,c4,98930.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,34,2,Infeccion respiratoria aguda alta,176,10,25,41,68,32,21-08-2023,c3,59924.0,2023-08-21,8,Invierno,False,True,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,34,3,Bronquitis/Bronquiolitis aguda,291,80,69,57,71,14,21-08-2023,c5,84564.0,2023-08-21,8,Invierno,False,True,1.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,34,4,Crisis asmática,146,7,15,41,63,20,21-08-2023,c4,134173.0,2023-08-21,8,Invierno,True,False,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,34,5,Insuficiencia respiratoria aguda,160,5,7,11,63,74,21-08-2023,c5,107230.0,2023-08-21,8,Invierno,False,True,1.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,34,6,COVID-19 sospecha/confirmada,202,15,26,41,92,28,24-02-2025,c3,120773.0,2025-02-24,2,Verano,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,34,1,Influenza y neumonia,144,17,7,18,53,49,21-08-2023,c2,109694.0,2023-08-21,8,Invierno,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,34,2,Infeccion respiratoria aguda alta,178,10,24,32,90,22,21-08-2023,c5,100776.0,2023-08-21,8,Invierno,False,True,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,34,3,Bronquitis/Bronquiolitis aguda,209,63,56,40,45,5,24-02-2025,c3,95026.0,2025-02-24,2,Verano,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,34,4,Crisis asmática,142,7,14,35,69,17,21-08-2023,c3,69110.0,2023-08-21,8,Invierno,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,34,5,Insuficiencia respiratoria aguda,224,1,7,15,85,116,21-08-2023,c4,134752.0,2023-08-21,8,Invierno,True,False,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,34,6,COVID-19 sospecha/confirmada,262,17,36,56,114,39,24-02-2025,c4,59441.0,2025-02-24,2,Verano,False,True,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,34,1,Influenza y neumonia,190,14,21,23,82,50,24-02-2025,c4,108815.0,2025-02-24,2,Verano,False,True,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,34,2,Infeccion respiratoria aguda alta,91,9,13,25,29,15,24-02-2025,c4,130338.0,2025-02-24,2,Verano,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,34,3,Bronquitis/Bronquiolitis aguda,76,23,17,13,18,5,24-02-2025,c5,108977.0,2025-02-24,2,Verano,False,True,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,34,4,Crisis asmática,105,7,9,32,49,8,24-02-2025,c1,128584.0,2025-02-24,2,Verano,False,True,5.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,34,5,Insuficiencia respiratoria aguda,73,2,3,3,27,38,24-02-2025,c3,61448.0,2025-02-24,2,Verano,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,34,6,COVID-19 sospecha/confirmada,248,15,29,46,117,41,21-08-2023,c2,68299.0,2023-08-21,8,Invierno,True,False,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,34,1,Influenza y neumonia,242,22,23,37,101,59,24-02-2025,c4,136595.0,2025-02-24,2,Verano,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,34,2,Infeccion respiratoria aguda alta,78,4,8,26,34,6,21-08-2023,c3,95332.0,2023-08-21,8,Invierno,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,34,3,Bronquitis/Bronquiolitis aguda,104,37,20,21,25,1,24-02-2025,c1,64678.0,2025-02-24,2,Verano,True,False,5.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,34,4,Crisis asmática,241,10,30,63,109,29,24-02-2025,c5,94503.0,2025-02-24,2,Verano,False,True,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,34,5,Insuficiencia respiratoria aguda,247,4,11,18,95,119,21-08-2023,c3,109917.0,2023-08-21,8,Invierno,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,34,6,COVID-19 sospecha/confirmada,263,15,36,59,118,35,24-02-2025,c2,39486.0,2025-02-24,2,Verano,False,True,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,35,1,Influenza y neumonia,270,18,18,35,122,77,28-08-2023,c2,83358.0,2023-08-28,8,Invierno,False,True,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,35,2,Infeccion respiratoria aguda alta,60,3,5,11,32,9,28-08-2023,c3,117103.0,2023-08-28,8,Invierno,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,35,3,Bronquitis/Bronquiolitis aguda,231,62,66,32,54,17,24-02-2025,c3,94526.0,2025-02-24,2,Verano,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,35,4,Crisis asmática,210,7,21,63,95,24,24-02-2025,c5,112345.0,2025-02-24,2,Verano,True,False,1.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,35,5,Insuficiencia respiratoria aguda,254,11,13,17,95,118,24-02-2025,c2,102707.0,2025-02-24,2,Verano,False,True,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,35,6,COVID-19 sospecha/confirmada,78,9,9,14,32,14,24-02-2025,c3,125657.0,2025-02-24,2,Verano,True,False,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,35,1,Influenza y neumonia,290,17,29,51,120,73,24-02-2025,c4,107846.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,35,2,Infeccion respiratoria aguda alta,276,17,35,55,120,49,24-02-2025,c2,107580.0,2025-02-24,2,Verano,True,False,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,35,3,Bronquitis/Bronquiolitis aguda,239,73,65,46,47,8,28-08-2023,c1,80235.0,2023-08-28,8,Invierno,False,True,5.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,35,4,Crisis asmática,156,7,17,42,70,20,24-02-2025,c1,133399.0,2025-02-24,2,Verano,False,True,5.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,35,5,Insuficiencia respiratoria aguda,222,5,9,22,81,105,24-02-2025,c5,111516.0,2025-02-24,2,Verano,True,False,1.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,35,6,COVID-19 sospecha/confirmada,304,24,27,71,140,42,28-08-2023,c3,109759.0,2023-08-28,8,Invierno,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,35,1,Influenza y neumonia,100,16,11,15,30,28,24-02-2025,c3,123481.0,2025-02-24,2,Verano,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,35,2,Infeccion respiratoria aguda alta,59,4,9,8,28,10,24-02-2025,c2,46497.0,2025-02-24,2,Verano,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,35,3,Bronquitis/Bronquiolitis aguda,209,68,52,39,43,7,28-08-2023,c5,122755.0,2023-08-28,8,Invierno,False,True,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,35,4,Crisis asmática,96,9,9,26,48,4,24-02-2025,c3,89071.0,2025-02-24,2,Verano,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,35,5,Insuficiencia respiratoria aguda,116,4,3,15,43,51,24-02-2025,c5,94842.0,2025-02-24,2,Verano,False,True,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,35,6,COVID-19 sospecha/confirmada,190,15,17,38,78,42,28-08-2023,c3,68899.0,2023-08-28,8,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,35,1,Influenza y neumonia,148,10,8,19,68,43,24-02-2025,c2,99713.0,2025-02-24,2,Verano,True,False,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,35,2,Infeccion respiratoria aguda alta,85,9,11,18,35,12,24-02-2025,c4,105406.0,2025-02-24,2,Verano,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,35,3,Bronquitis/Bronquiolitis aguda,129,37,39,17,28,8,24-02-2025,c5,122015.0,2025-02-24,2,Verano,True,False,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,35,4,Crisis asmática,191,7,27,51,80,26,28-08-2023,c4,75925.0,2023-08-28,8,Invierno,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,35,5,Insuficiencia respiratoria aguda,37,0,1,2,13,21,24-02-2025,c1,151142.0,2025-02-24,2,Verano,True,False,5.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,35,6,COVID-19 sospecha/confirmada,256,20,26,49,117,44,24-02-2025,c4,39215.0,2025-02-24,2,Verano,False,True,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,35,1,Influenza y neumonia,170,12,13,25,78,42,24-02-2025,c5,118921.0,2025-02-24,2,Verano,True,False,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,35,2,Infeccion respiratoria aguda alta,70,4,11,15,29,11,28-08-2023,c3,76643.0,2023-08-28,8,Invierno,False,True,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,35,3,Bronquitis/Bronquiolitis aguda,158,53,41,21,31,12,24-02-2025,c4,69195.0,2025-02-24,2,Verano,False,True,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,35,4,Crisis asmática,250,14,29,72,117,18,24-02-2025,c3,115472.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,35,5,Insuficiencia respiratoria aguda,156,5,6,17,59,69,24-02-2025,c4,77253.0,2025-02-24,2,Verano,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,35,6,COVID-19 sospecha/confirmada,70,8,8,11,33,10,24-02-2025,c5,132226.0,2025-02-24,2,Verano,False,True,1.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,36,1,Influenza y neumonia,244,34,20,34,95,61,04-09-2023,c3,135723.0,2023-09-04,9,Primavera,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,36,2,Infeccion respiratoria aguda alta,138,12,21,23,62,20,24-02-2025,c5,97102.0,2025-02-24,2,Verano,True,False,1.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,36,3,Bronquitis/Bronquiolitis aguda,148,49,37,30,29,3,24-02-2025,c4,97894.0,2025-02-24,2,Verano,False,True,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,36,4,Crisis asmática,186,8,10,54,97,17,04-09-2023,c5,79678.0,2023-09-04,9,Primavera,False,True,1.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,36,5,Insuficiencia respiratoria aguda,180,12,4,10,75,79,24-02-2025,c4,87443.0,2025-02-24,2,Verano,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,36,6,COVID-19 sospecha/confirmada,90,6,12,13,41,18,24-02-2025,c4,95298.0,2025-02-24,2,Verano,True,False,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,36,1,Influenza y neumonia,43,5,3,7,17,11,04-09-2023,c4,107758.0,2023-09-04,9,Primavera,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,36,2,Infeccion respiratoria aguda alta,76,8,9,21,26,12,04-09-2023,c1,118679.0,2023-09-04,9,Primavera,True,False,5.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,36,3,Bronquitis/Bronquiolitis aguda,241,81,60,34,52,14,24-02-2025,c4,56533.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,36,4,Crisis asmática,109,5,11,34,45,14,24-02-2025,c2,65438.0,2025-02-24,2,Verano,False,True,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,36,5,Insuficiencia respiratoria aguda,90,0,1,5,34,50,04-09-2023,c5,90016.0,2023-09-04,9,Primavera,True,False,1.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,36,6,COVID-19 sospecha/confirmada,89,4,13,18,44,10,04-09-2023,c2,65873.0,2023-09-04,9,Primavera,False,True,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,36,1,Influenza y neumonia,63,6,6,10,27,14,24-02-2025,c3,110173.0,2025-02-24,2,Verano,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,36,2,Infeccion respiratoria aguda alta,80,4,9,18,39,10,04-09-2023,c3,93864.0,2023-09-04,9,Primavera,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,36,3,Bronquitis/Bronquiolitis aguda,121,38,33,21,22,7,24-02-2025,c2,134423.0,2025-02-24,2,Verano,True,False,4.0
