EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencionTexto_year,FechaAtencionTexto_month,FechaAtencionTexto_day,FechaAtencionTexto_weekday,FechaAtencionTexto_hour
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,29,3,Bronquitis/Bronquiolitis aguda,125.0,35,32,20,31,7,2023-07-17,F,C4,91419.0,2023,7,17,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,29,4,Crisis asmática,266.0,16,23,79,128,20,2023-07-17,F,C2,121139.0,2023,7,17,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,29,5,Insuficiencia respiratoria aguda,91.0,0,4,10,36,41,2023-07-17,F,C2,98280.0,2023,7,17,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,29,6,COVID-19 sospecha/confirmada,145.0,8,19,28,62,28,2023-07-17,F,C1,53665.0,2023,7,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,29,1,Influenza y neumonia,106.0,12,7,14,45,28,2023-07-17,M,C4,54668.0,2023,7,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,29,2,Infeccion respiratoria aguda alta,255.0,15,29,62,124,25,2023-07-17,M,C3,98607.0,2023,7,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,29,3,Bronquitis/Bronquiolitis aguda,278.0,79,68,45,64,22,2023-07-17,M,C4,125368.0,2023,7,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,29,4,Crisis asmática,102.0,3,10,34,47,8,2023-07-17,M,C2,73166.0,2023,7,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,29,5,Insuficiencia respiratoria aguda,181.0,2,8,11,69,91,2023-07-17,M,C3,102656.0,2023,7,17,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,29,6,COVID-19 sospecha/confirmada,321.0,20,45,65,134,57,2023-07-17,F,C3,77240.0,2023,7,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,29,1,Influenza y neumonia,134.0,11,13,23,50,37,2023-07-17,M,C3,76820.0,2023,7,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,29,2,Infeccion respiratoria aguda alta,86.0,8,3,17,44,14,2023-07-17,M,C5,102650.0,2023,7,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,29,3,Bronquitis/Bronquiolitis aguda,89.0,30,24,13,19,3,2023-07-17,F,C2,163147.0,2023,7,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,29,4,Crisis asmática,66.0,3,7,26,26,4,2023-07-17,M,C3,155503.0,2023,7,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,29,5,Insuficiencia respiratoria aguda,83.0,3,4,6,24,46,2023-07-17,M,C5,86623.0,2023,7,17,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,29,6,COVID-19 sospecha/confirmada,220.0,21,18,43,103,35,2023-07-17,F,C1,64657.0,2023,7,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,29,1,Influenza y neumonia,162.0,15,20,23,69,35,2023-07-17,F,C4,82665.0,2023,7,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,29,2,Infeccion respiratoria aguda alta,158.0,16,18,31,70,23,2023-07-17,M,C3,101358.0,2023,7,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,29,3,Bronquitis/Bronquiolitis aguda,157.0,46,38,25,38,10,2023-07-17,F,C3,68445.0,2023,7,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,29,4,Crisis asmática,128.0,2,18,30,65,13,2023-07-17,M,C3,138826.0,2023,7,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,29,5,Insuficiencia respiratoria aguda,135.0,8,5,8,58,56,2023-07-17,F,C3,53759.0,2023,7,17,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,29,6,COVID-19 sospecha/confirmada,212.0,11,31,44,99,27,2023-07-17,M,C5,86049.0,2023,7,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,29,1,Influenza y neumonia,177.0,18,15,20,74,50,2023-07-17,F,C4,116918.0,2023,7,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,29,2,Infeccion respiratoria aguda alta,214.0,9,22,48,106,29,2023-07-17,M,C4,64763.0,2023,7,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,29,3,Bronquitis/Bronquiolitis aguda,299.0,88,59,64,68,20,2023-07-17,F,C4,92789.0,2023,7,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,29,4,Crisis asmática,176.0,4,18,56,80,18,2023-07-17,M,C4,80518.0,2023,7,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,29,5,Insuficiencia respiratoria aguda,230.0,5,3,13,87,122,2023-07-17,M,C2,115469.0,2023,7,17,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,29,6,COVID-19 sospecha/confirmada,90.0,3,10,21,42,14,2023-07-17,F,C3,82906.0,2023,7,17,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,30,1,Influenza y neumonia,176.0,14,11,36,67,48,2023-07-24,F,C3,87284.0,2023,7,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,30,2,Infeccion respiratoria aguda alta,284.0,24,33,57,119,51,2023-07-24,M,C1,73508.0,2023,7,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,30,3,Bronquitis/Bronquiolitis aguda,205.0,63,45,41,51,5,2023-07-24,F,C3,61264.0,2023,7,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,30,4,Crisis asmática,64.0,1,7,22,29,5,2023-07-24,F,C4,79239.0,2023,7,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,30,5,Insuficiencia respiratoria aguda,94.0,5,3,7,27,52,2023-07-24,M,C1,104152.0,2023,7,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,30,6,COVID-19 sospecha/confirmada,237.0,14,28,52,110,33,2023-07-24,F,C3,119139.0,2023,7,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,30,1,Influenza y neumonia,230.0,13,23,32,99,63,2023-07-24,M,C2,132067.0,2023,7,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,30,2,Infeccion respiratoria aguda alta,244.0,16,29,50,107,42,2023-07-24,M,C2,77928.0,2023,7,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,30,3,Bronquitis/Bronquiolitis aguda,218.0,64,53,36,52,13,2023-07-24,F,C4,96587.0,2023,7,24,0,0
130215,Hospital Dr. Gustavo Fricke  ,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,30,4,Crisis asmática,95.0,4,11,29,42,9,2023-07-24,F,C4,71511.0,2023,7,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,30,5,Insuficiencia respiratoria aguda,116.0,1,6,5,49,55,2023-07-24,F,C4,100044.0,2023,7,24,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,30,6,COVID-19 sospecha/confirmada,289.0,22,30,53,133,51,2023-07-24,M,C5,73493.0,2023,7,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,30,1,Influenza y neumonia,151.0,10,15,23,66,37,2023-07-24,F,C3,71012.0,2023,7,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,30,2,Infeccion respiratoria aguda alta,122.0,6,23,26,48,19,2023-07-24,M,C3,98496.0,2023,7,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,30,3,Bronquitis/Bronquiolitis aguda,115.0,32,32,23,24,4,2023-07-24,M,C2,113284.0,2023,7,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,30,4,Crisis asmática,189.0,5,21,53,89,21,2023-07-24,M,C4,66807.0,2023,7,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,30,5,Insuficiencia respiratoria aguda,200.0,5,10,9,77,99,2023-07-24,F,C3,122550.0,2023,7,24,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,30,6,COVID-19 sospecha/confirmada,134.0,13,15,23,65,18,2023-07-24,M,C3,72060.0,2023,7,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,30,1,Influenza y neumonia,72.0,8,6,6,27,25,2023-07-24,F,C5,77588.0,2023,7,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,30,2,Infeccion respiratoria aguda alta,216.0,15,25,41,102,33,2023-07-24,F,C2,67815.0,2023,7,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,30,3,Bronquitis/Bronquiolitis aguda,154.0,48,36,23,36,11,2023-07-24,M,C4,162242.0,2023,7,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,30,4,Crisis asmática,31.0,0,6,9,15,1,2023-07-24,M,C3,72932.0,2023,7,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,30,5,Insuficiencia respiratoria aguda,101.0,4,5,10,29,53,2023-07-24,M,C5,65797.0,2023,7,24,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,30,6,COVID-19 sospecha/confirmada,188.0,10,20,44,82,32,2023-07-24,M,C2,105982.0,2023,7,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,30,1,Influenza y neumonia,116.0,6,13,17,48,32,2023-07-24,F,C1,100363.0,2023,7,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,30,2,Infeccion respiratoria aguda alta,163.0,16,26,27,76,18,2023-07-24,M,C3,93068.0,2023,7,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,30,3,Bronquitis/Bronquiolitis aguda,291.0,77,67,64,63,20,2023-07-24,F,C3,116920.0,2023,7,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,30,4,Crisis asmática,168.0,5,23,43,72,25,2023-07-24,F,C5,92736.0,2023,7,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,30,5,Insuficiencia respiratoria aguda,166.0,6,9,6,66,79,2023-07-24,F,C1,141358.0,2023,7,24,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,30,6,COVID-19 sospecha/confirmada,198.0,17,28,51,71,31,2023-07-24,F,C3,65542.0,2023,7,24,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,31,1,Influenza y neumonia,207.0,25,29,33,70,50,2023-07-31,M,C1,35203.0,2023,7,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,,-18.4783,-70.3126,Alta Complejidad,2023,31,2,Infeccion respiratoria aguda alta,270.0,21,26,55,123,45,2023-07-31,Desconocido,C2,132290.0,2023,7,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,31,3,Bronquitis/Bronquiolitis aguda,317.0,89,80,65,65,18,2023-07-31,F,C5,73662.0,2023,7,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,31,4,Crisis asmática,113.0,6,8,31,58,10,2023-07-31,M,C4,72368.0,2023,7,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,31,5,Insuficiencia respiratoria aguda,139.0,8,8,11,48,64,2023-07-31,F,C1,96093.0,2023,7,31,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,31,6,COVID-19 sospecha/confirmada,122.0,9,15,30,50,18,2023-07-31,M,C3,136885.0,2023,7,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,31,1,Influenza y neumonia,77.0,5,7,12,39,14,2023-07-31,F,C4,56966.0,2023,7,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH)  ,-33.0245,-71.5518,Alta Complejidad,2023,31,2,Infeccion respiratoria aguda alta,288.0,23,30,57,128,50,2023-07-31,F,C4,81645.0,2023,7,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,31,3,Bronquitis/Bronquiolitis aguda,112.0,37,23,18,26,8,2023-07-31,F,C4,54406.0,2023,7,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,31,4,Crisis asmática,93.0,5,9,31,35,13,2023-07-31,F,C5,87744.0,2023,7,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,31,5,Insuficiencia respiratoria aguda,150.0,1,5,12,57,75,2023-07-31,F,C3,80582.0,2023,7,31,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,31,6,COVID-19 sospecha/confirmada,321.0,21,40,70,144,46,2023-07-31,M,C5,113773.0,2023,7,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR)  ,-33.4429,-70.5477,Baja Complejidad,2023,31,1,Influenza y neumonia,175.0,16,26,30,68,35,2023-07-31,F,C2,134708.0,2023,7,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,31,2,Infeccion respiratoria aguda alta,182.0,12,18,42,78,32,2023-07-31,F,C4,88992.0,2023,7,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,31,3,Bronquitis/Bronquiolitis aguda,263.0,73,70,45,62,13,2023-07-31,M,C3,95658.0,2023,7,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,31,4,Crisis asmática,198.0,12,28,50,96,12,2023-07-31,F,C3,103834.0,2023,7,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,31,5,Insuficiencia respiratoria aguda,215.0,4,9,16,81,105,2023-07-31,M,C3,160307.0,2023,7,31,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,31,6,COVID-19 sospecha/confirmada,230.0,13,21,53,109,34,2023-07-31,M,C2,155143.0,2023,7,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,31,1,Influenza y neumonia,145.0,7,14,20,69,35,2023-07-31,M,C3,111177.0,2023,7,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,31,2,Infeccion respiratoria aguda alta,114.0,8,12,19,62,13,2023-07-31,M,C3,87044.0,2023,7,31,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,31,3,Bronquitis/Bronquiolitis aguda,63.0,16,18,9,16,4,2023-07-31,F,C4,110730.0,2023,7,31,0,0
